ID,URL,Thumbnail URL,Game,Vibrant,DarkVibrant,LightVibrant,Muted,DarkMuted,LightMuted,Price,Brief Description,Creator,Creator Itch.IO Page,Status,Updated,Platforms,Publisher,Release date,Rating,Authors,Genre,Made with,Tags,Average session,Languages,Inputs,Accessibility,Links,Number of Ratings
508903,https://littlerat.itch.io/a-walk-with-a-cloud,https://img.itch.zone/aW1nLzI3MzYwMzQucG5n/315x250%23c/JAklfw.png,A Walk With A Cloud,#24da91,#12714b,#edfcf6,#679662,#41643f,#add0b4,,"if you let go, she'll float away",littlerat,https://littlerat.itch.io,Released,,"Windows, macOS, Linux",,,4.4,,Visual Novel,Ren'Py,"2D, disability, Fantasy, LGBT, Multiple Endings, Point & Click, renpy, Short, Yuri",About a half-hour,English,"Keyboard, Mouse, Gamepad (any), Touchscreen","Color-blind friendly, Subtitles, One button, Blind friendly",,10
886270,https://nikkogd.itch.io/the-matchmaker-love-roguelike,https://img.itch.zone/aW1nLzQ5OTY2MTYuanBn/315x250%23c/teSP0i.jpg,The MatchMaker - Love & Roguelike,#b6564e,#5d2a26,#94ccf3,#798893,#435959,#d6a0a6,,A Matchmaker sim game,NikkoGD,https://nikkogd.itch.io,Prototype,,"Windows, Android, HTML5",,,3.8,,Simulation,Unity,"2D, Atmospheric, Cute, Dating Sim, LGBT, Procedural Generation, Relaxing, Roguelite, Romance, Singleplayer",A few seconds,English,"Mouse, Touchscreen",,,10
451954,https://portrait-prophecies.itch.io/whispers-from-the-sky,https://img.itch.zone/aW1nLzIyOTExMzYucG5n/315x250%23c/kZNht%2B.png,whispers from the sky,#6e7f90,#39424b,#b3bcc5,#959595,#343c44,#424c56,,A story driven choice game about wandering,Portrait Prophecies,https://portrait-prophecies.itch.io,Released,,"Windows, HTML5",,,4.9,,Interactive Fiction,"Construct, Aseprite, Audacity","Comedy, Cute, Dark Humor, Fantasy, Horror, LGBT, Point & Click, Story Rich, Surreal, Transgender",About a half-hour,English,Mouse,"Subtitles, One button",,10
1041762,https://activisionblizzard.itch.io/youre-cute-a-princess-panic-interlude,https://img.itch.zone/aW1nLzU5NTA3NDIucG5n/315x250%23c/0fQ4nt.png,"""You're Cute"" a Princess Panic! interlude",#bb6b98,#5a2945,#b3f89f,#906d91,#3c4546,#d299b2,,a short but gay VN about a princess meeting a princess,Jaqueline Lesnick,https://activisionblizzard.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,5,,Visual Novel,,"Anime, Cute, Funny, Gay, Lesbian, LGBT, LGBTQIA, princess, Yuri",,,,,,10
1273153,https://candaceaprillee.itch.io/the-calm-a-she-ra-fan-visual-novel,https://img.itch.zone/aW1nLzc1MDc0NTAuanBn/315x250%23c/VAJfAj.jpg,The Calm: A She-Ra Fan Epilogue,#d86a30,#673624,#eac99d,#af674e,#68483f,#caa8b8,,The war is over but the squad is visited by a ghost of their past...,CandaceAprilLee,https://candaceaprillee.itch.io,Released,,,,"Nov 24, 2021",4.4,,Visual Novel,,"Fangame, Gay, Lesbian, LGBT, LGBTQIA, Queer, shera, she-ra, Short",,,,,,10
409513,https://arrozdesigns.itch.io/the-romance-theorem,https://img.itch.zone/aW1nLzIwMzUxNjEucG5n/315x250%23c/qf%2B9q4.png,The Romance Theorem,#ab2424,#ac1414,#d9a0a0,#a95454,#3b3535,#e5cfcf,,An anti-dating sim exploring relationships and cycles of happiness.,Mary Arroz,https://arrozdesigns.itch.io,Released,,Windows,,,4.4,,"Visual Novel, Interactive Fiction",,"Dating Sim, Female Protagonist, Gay, Lesbian, LGBT, Narrative, Nonlinear, Queer, Romance",,,,,,10
11461,https://monsterkiss.itch.io/the-lost-girl,https://img.itch.zone/aW1hZ2UvMTE0NjEvMzU3NDcucG5n/315x250%23c/e7Xm8R.png,The Lost Girl,#df1f1f,#240505,#ee8a8a,#7e7d7d,#4c3434,#861212,,"A game about love, murder, and poor quality student accommodation.",monsterkiss,https://monsterkiss.itch.io,,,,,,3.9,,,RPG Maker,"Female Protagonist, Horror, LGBT, Multiple Endings, RPG Maker",,,,,,10
728649,https://its-deerlord.itch.io/you-can-talk-to-people,https://img.itch.zone/aW1nLzQwNDc1NjEucG5n/315x250%23c/DJpsMb.png,You Can Talk To People,#8c74bd,#3a2a59,#dc8c8c,#6477aa,#6c5c73,#bca0c4,,(If You Want To),It's Deerlord,https://its-deerlord.itch.io,Released,,,,,4.9,,Visual Novel,,"Funny, GameMaker, LGBT, LGBTQIA, Pixel Art, Short, talking-simulator, Walking simulator",,,,,,10
310049,https://dispari.itch.io/a-game-about-ants,https://img.itch.zone/aW1nLzE1OTkwNTkucG5n/315x250%23c/1d9Wyc.png,A Game About Ants,#e7b56a,#44301b,#f5d37a,#a87278,#4a4c32,#d0a4b2,,A yuri romance story about ants!,Dispari,https://dispari.itch.io,Released,,"Windows, macOS",,,4.5,,Visual Novel,,"Cute, Female Protagonist, Gay, Lesbian, LGBT, Romance, Short, Singleplayer, Yuri",,,,,,10
1147248,https://high-tea.itch.io/dearest-you-web,https://img.itch.zone/aW1nLzY2NTk2NzcuZ2lm/315x250%23cm/OZtr7%2B.gif,Dearest You (web),#f1d845,#7b6a09,#f874ee,#986763,#844d5a,#cba19d,,You've received an unexpected love letter!,high-tea,https://high-tea.itch.io,Released,,HTML5,,,5,,Visual Novel,Ren'Py,"2D, Atmospheric, Cute, Dark, LGBT, LGBTQIA, Queer, Romance, Short, Story Rich",A few minutes,English,"Keyboard, Mouse, Touchscreen",One button,,10
768527,https://gardenrobot.itch.io/theravenqueen,https://img.itch.zone/aW1nLzQzMzI2MzMucG5n/315x250%23c/molLcR.png,The Raven Queen,#d80778,#7f1244,#fa7ec1,#6d3d50,#4a2835,#940452,,A short lesbian gothic visual novel,garden robot,https://gardenrobot.itch.io,Released,,"Windows, macOS, HTML5",,,4.8,,Visual Novel,Unity,"2D, Atmospheric, Female Protagonist, Horror, Lesbian, LGBT, Narrative, poc-made, Short",,,,,,10
513263,https://le-onionboi.itch.io/a-days-work,https://img.itch.zone/aW1nLzI2Nzg2MTIuZ2lm/315x250%23cm/athMSM.gif,a day's work,#5c4db1,#342c64,#aaa2d6,#7268a0,#2f2b5c,#8c7fb9,,"it's been a hard day's night, and i've been working like a ghost",onion,https://le-onionboi.itch.io,Released,,HTML5,,,4.8,,Interactive Fiction,Bitsy,"Bitsy, Cute, emails, everyone-is-nonbinary, Gay, Ghosts, LGBT, nonbinary, Romance",,,,,,10
109947,https://bambiedev.itch.io/chemtrails-made-me-transgender,https://img.itch.zone/aW1hZ2UvMTA5OTQ3LzUxMDk2NS5wbmc=/315x250%23c/PD81t2.png,Chemtrails made me transgender,#742e2e,#6a2f2d,#d9a0a0,#936975,#643251,#6d2b2b,,A true story/not game for the #flatjam,bambiedev,https://bambiedev.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,3.5,,,LÖVE,"artgame, Experimental, LGBT, LÖVE, Minimalist",,,,,,10
754217,https://atelier-garbage.itch.io/ask-her-out,https://img.itch.zone/aW1nLzQyMTM1MDYucG5n/315x250%23c/pinZgG.png,Ask Her Out,#84bc6c,#041424,#b4d49c,#74a45c,#3c5c44,#b4d4a4,,The Hardest Quest of All: Asking Her Out,Atelier Garbage,https://atelier-garbage.itch.io,Released,,HTML5,,,4.6,,Adventure,,"Cute, Game Boy, Gay, gb-studio, LGBT, LGBTQIA, Short, Singleplayer",,,,,,10
445505,https://ashg.itch.io/my-face,https://img.itch.zone/aW1nLzIyNDY5MTEucG5n/315x250%23c/2qIf5K.png,My face,#d4a48d,#603724,#fcc4ac,#8d7669,#463e3a,#c69f8a,,Cast a mirror over my Bitsy face.,AshG,https://ashg.itch.io,Released,,HTML5,,,4.9,,"Interactive Fiction, Visual Novel",Bitsy,"8-Bit, Bitsy, LGBT, Pixel Art, Retro, Transgender",,,,,,10
990000,https://3ratmoon.itch.io/the-summit,https://img.itch.zone/aW1nLzU2MzIwNTEucG5n/315x250%23c/u8y64w.png,The Summit (Hubert route update!),#d6503e,#923c57,#f3ca50,#8f8370,#3c445b,#d8b5ac,,A gay otome fangame,3RatMoon,https://3ratmoon.itch.io,In development,,"Windows, macOS, Linux",,,2.5,,Visual Novel,,"Fangame, fire-emblem, Gay, LGBT, Otome, Yaoi",,,,,,10
834888,https://spongey-kitty.itch.io/96-another-story,https://img.itch.zone/aW1nLzQ4NjIyNTgucG5n/315x250%23c/8X6eGm.png,96 - Another Story,#1f5fdf,#040c1c,#cdd7a0,#778c6c,#4c4c3c,#aebc98,,A 96 spin-off,Spongey Kitty,https://spongey-kitty.itch.io,Released,,Windows,,,5,,Visual Novel,"RPG Maker, Aseprite","Boys' Love, fluff, Gay, LGBT, LGBTQIA, Narrative, RPG Maker, spin-off, Walking simulator",About an hour,English,,,,10
196852,https://eastoned.itch.io/selfless,https://img.itch.zone/aW1nLzE5NzQxMDMuZ2lm/315x250%23cm/kDnt%2FV.gif,Selfless,#f8686c,#7e0509,#f98083,#7b7c7c,#92060a,#c6a4a4,,semi-autobiographical portrait of coming out,eastoned,https://eastoned.itch.io,Released,,"Windows, macOS",,,5,,Adventure,,"Abstract, artgame, Atmospheric, Experimental, LGBT",,,,,,10
1432513,https://needs-bear.itch.io/savior-in-wolfs-clothing,https://img.itch.zone/aW1nLzgzNDcyNzQucG5n/315x250%23c/tJfGz5.png,Savior in Wolf's Clothing (Short Test Game),#8ea4cc,#293b5b,#b2ccec,#6e7da2,#2f4469,#9cabcb,,Needs_Bear Test,Needs_Bear,https://needs-bear.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,Visual Novel,,"demo, Furry, Gay, LGBT, LGBTQIA, wolf",,,,,,9
1230301,https://daylieaf.itch.io/violet-and-the-lost-colors,https://img.itch.zone/aW1nLzc1ODk1MjQucG5n/315x250%23c/Xg4vXQ.png,Violet and the Lost Colors,#dc965d,#6d3d17,#f8e3a7,#b45454,#7d471b,#d4bca4,,A tale about the princess who lost her colors and the forest witch who is determined to retrieve them back,daylieaf,https://daylieaf.itch.io,Released,4 days ago,Windows,,,5,,Role Playing,"RPG Maker, Aseprite, Krita","Cute, Fairy Tale, Fantasy, Female Protagonist, Lesbian, LGBT, Pixel Art, RPG Maker, Turn-based, Yuri",A few hours,English,"Keyboard, Gamepad (any)",,,9
57325,https://darkchibishadow.itch.io/night-tide,https://img.itch.zone/aW1hZ2UvNTczMjUvMjU3NTEyLnBuZw==/315x250%23c/KY6uZX.png,Night Tide - A ZoSan Fan Visual Novel,#3c7cb4,#346d9e,#9cbad6,#5c7cab,#4a345a,#c7c1b5,,"On the advice of Robin, Sanji decides to start having a nighty drink with Zoro on the deck of the ship.",DarkChibiShadow,https://darkchibishadow.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,Visual Novel,"Ren'Py, Adobe Photoshop, Paint Tool SAI","Anime, Casual, Comedy, Fangame, LGBT, one-piece, renpy, Romance, zosan",About a half-hour,English,"Keyboard, Mouse",,,9
1380160,https://nikkefort.itch.io/evanescent-eclipse,https://img.itch.zone/aW1nLzgwMzg1MzEucG5n/315x250%23c/K28DHf.png,Evanescent Eclipse,#dba424,#b51706,#9cd3e2,#ac5554,#2b3a4d,#9cbccc,,A story about two individuals.,nikkefort,https://nikkefort.itch.io,In development,4 days ago,HTML5,,,4.3,,Interactive Fiction,Twine,"LGBT, LGBTQIA, Romance, Story Rich, Text based",A few minutes,,,,,9
625529,https://thelastyurisamurai.itch.io/magical-girl-z,https://img.itch.zone/aW1nLzMzMzQ4ODkucG5n/315x250%23c/gEcG%2Fz.png,Magical Girl Z,#f8d81d,#7a4a13,#fad850,#8d7d6f,#524638,#947704,,Play as a magical girl and defeat the Zombie hoard made by a fanboy with too much time on his hands.,TheLastYuriSamurai,https://thelastyurisamurai.itch.io,Released,,"Windows, Linux, HTML5",,,4.3,,"Fighting, Role Playing",RPG Maker,"Comedy, Female Protagonist, Gay, Lesbian, LGBT, LGBTQIA, RPG Maker, Zombies",,,,,,9
1091196,https://firecat1311.itch.io/dogdungeon,https://img.itch.zone/aW1nLzYzNDc2ODEucG5n/315x250%23c/ujmTKB.png,Deadly Dog-Dating Dungeon,#4cca4d,#1c8468,#f5aa9c,#9e4964,#39374f,#a3accb,,"Slay foes, solve puzzles, and flirt to dispel a really weird curse",Firecat1311,https://firecat1311.itch.io,Released,,Windows,,,4.8,,"Action, Puzzle",,"Action RPG, Cute, Lesbian, LGBT, Pixel Art, Top Down Adventure, Touhou",,,,,,9
956805,https://i-am-rawfish.itch.io/purrfect-apawcalypse-if0,https://img.itch.zone/aW1nLzU0MjgyODcucG5n/315x250%23c/nji8eG.png,Purrfect Apawcalypse IF0,#bf594f,#7a0e6f,#f3b89b,#645fa8,#7c3e76,#aea9c7,,This is the PA series second Fan-game!,RAWFISH,https://i-am-rawfish.itch.io,Released,,"Windows, macOS",,,4.6,,Visual Novel,,"Animals, Cute, Dark, Dating Sim, Dogs, Gore, Horror, LGBT",,,,,,9
681070,https://kinsey.itch.io/detours,https://img.itch.zone/aW1nLzQwODQ0MDkucG5n/315x250%23c/zjx0av.png,Detours,#3c54bd,#24146a,#74b4fc,#a95f9d,#573477,#af85c0,$5.99,Play as Daniella as she moves across the country with only the help of her ex.,kinsey,https://kinsey.itch.io,Released,,"Windows, macOS, Linux",Code Coven,"Feb 10, 2021",4.9,"kinsey, Plum, Roscoe Rappaport, Autumn Rain, Sam","Visual Novel, Adventure","Unity, Clip Studio Paint","2D, LGBT, LGBTQIA, Meaningful Choices, Multiple Endings, Narrative, Singleplayer, Story Rich, Transgender",About a half-hour,,"Keyboard, Mouse",,https://store.steampowered.com/app/1427300/Detours/?beta=1,9
721092,https://ebihime.itch.io/fairysong,https://img.itch.zone/aW1nLzM5OTgxNDMucG5n/315x250%23c/CwUlVD.png,The Fairy's Song,#79aa35,#4c761f,#e7efb6,#ae7763,#4f5d3e,#a7ce9d,$9.99,A fantasy yuri visual novel about a goth girl and a medieval knight.,ebi-hime,https://ebihime.itch.io,Released,,"Windows, Linux",,,4.1,,Visual Novel,,"Anime, Cute, Fantasy, LGBT, Romance, wlw, Yuri",,,,,https://store.steampowered.com/app/1244260/The_Fairys_Song/,9
716373,https://portrait-prophecies.itch.io/cursive,https://img.itch.zone/aW1nLzM5NzE4OTYucG5n/315x250%23c/MbeWg%2F.png,Which Breaks the Silence,#cd3156,#531423,#e594a7,#435369,#1c2c3c,#7b1d33,,A story driven card game about survival,Portrait Prophecies,https://portrait-prophecies.itch.io,Released,,"Windows, HTML5",,,4.4,,"Card Game, Visual Novel","Construct, Audacity, Krita","Crime, Dark, Fantasy, Gay, LGBT, Magic, Non violent, Turn-based, Wizards",About a half-hour,English,Mouse,,,9
1054620,https://cloverfirefly.itch.io/still-burning,https://img.itch.zone/aW1nLzYwMzY3ODMuanBn/315x250%23c/oah18e.jpg,My World Still Burns,#e4544e,#731511,#fcf46f,#ac845c,#4a474b,#a4c0cc,,promare fan game,cloverfirefly,https://cloverfirefly.itch.io,Released,,"Windows, macOS, Linux",,,4.4,,Visual Novel,,"Anime, Cute, Fangame, LGBT, Narrative, promare, renpy",,,,,,9
498247,https://banh-mi.itch.io/so-you-think-you-can-chad-an-incel-dating-sim,https://img.itch.zone/aW1nLzI1NzY2MjMucG5n/315x250%23c/m60QB%2F.png,So you think you can Chad? : An Incel Dating Sim,#d16f2d,#6d3917,#f4dccc,#ac787a,#4c3c38,#cab0a7,,Incel asks Chad's help to get girls to like him. You won't believe what happens next.,banh mi,https://banh-mi.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,Visual Novel,Ren'Py,"Dating Sim, LGBT, LGBTQIA, Male protagonist, renpy, Yaoi",About a half-hour,English,Mouse,Subtitles,,9
946650,https://pizzapranks.itch.io/indiepocalypse-15,https://img.itch.zone/aW1nLzYzOTI4OTMuZ2lm/315x250%23cm/OOH0xd.gif,Indiepocalypse #15,#c1615e,#5f2624,#d49d8d,#ad5e59,#805952,#ccbfb0,$15.00,Issue #15 of a monthly indie game anthology collecting games from 10 developers.,PIZZAPRANKS,https://pizzapranks.itch.io,Released,5 days ago,"Windows, macOS, Linux",,,4.6,,"Action, Puzzle",,"Bitsy, Board Game, Game Boy, LGBT, Music, Story Rich, Tactical, zine",,,,,,9
42486,https://yuzukimasu.itch.io/scattered-notes,https://img.itch.zone/aW1hZ2UvNDI0ODYvMTgzMDM2LnBuZw==/315x250%23c/Bh6v6X.png,Scattered Notes,#cc8c84,#5d2c26,#fae8bc,#ad7872,#6c332c,#d3c6b9,,,yuzuki,https://yuzukimasu.itch.io,In development,,"Windows, macOS, Linux",,,4.3,,Visual Novel,,"Kinetic Novel, LGBT, Yuri",A few hours,English,,"Subtitles, Configurable controls, One button",,9
341307,https://portrait-prophecies.itch.io/death-metro,https://img.itch.zone/aW1nLzE2OTE2MzcucG5n/315x250%23c/ArVUP1.png,Death Metro,#7f7f7f,#424242,#bcbcbc,#7c7c7c,#444444,#b9b9b9,,A grim side scrolling rogue lite about sacrifice,Portrait Prophecies,https://portrait-prophecies.itch.io,Released,,"Windows, HTML5",,,4.7,,Action,"Construct, Aseprite, Audacity","Difficult, Female Protagonist, Horror, LGBT, Procedural Generation, rogue, Roguelike, Side Scroller, Transgender, weird",About a half-hour,English,Keyboard,"Color-blind friendly, Subtitles",,9
951260,https://toxic-squad.itch.io/witch-tales,https://img.itch.zone/aW1nLzY1NDk5MzkucG5n/315x250%23c/KmbHkB.png,Witch Tales [DEMO],#544db1,#2c285c,#a6a2d6,#6f5fb1,#3d2e57,#abab9f,,short stories about cute witches & love.,Toxic Squad,https://toxic-squad.itch.io,In development,,"Windows, macOS, Linux",,,5,,Visual Novel,,"2D, Anime, Dating Sim, Fantasy, LGBT, Magic, Otome, Romance",A few seconds,"English, Spanish; Castilian, Spanish; Latin America","Keyboard, Mouse",Subtitles,,9
173072,https://qbstudios.itch.io/jojos-diner,https://img.itch.zone/aW1nLzU3MzcyODMucG5n/315x250%23c/l%2BGs1z.png,JoJo's Diner,#c32c32,#04123a,#f4d7b9,#4ead7b,#453875,#c5becb,,Finding home in space is a tricky thing.,qb;studios,https://qbstudios.itch.io,Released,,"Windows, macOS, Linux",,,4,,Visual Novel,Ren'Py,"LGBT, renpy, Slice Of Life, Space",A few minutes,English,"Keyboard, Mouse",,http://qbstudios.tumblr.com,9
714515,https://fickle-sickle.itch.io/personality-dating-sim,https://img.itch.zone/aW1nLzM5NTk5MjYucG5n/315x250%23c/H5nBmz.png,Personality Dating Sim,#e2841c,#75440e,#fcf2e7,#84837e,#42443c,#e7e0d7,$1.99,A dating simulator based on personality rather than gender or appearance.,Fickle Sickle,https://fickle-sickle.itch.io,Released,,Windows,,,4.7,,"Visual Novel, Simulation",TyranoBuilder,"Atmospheric, Cute, Dating Sim, Funny, LGBT, Meaningful Choices, Multiple Endings, Mystery",A few minutes,English,,,"https://store.steampowered.com/app/1337430/Personality_Dating_Sim/, https://www.instagram.com/ficklesicklegames/, https://steamcommunity.com/app/1337430",9
717342,https://banditvisualgames.itch.io/foul-play,https://img.itch.zone/aW1nLzQyMjIyMjAucG5n/315x250%23c/m1k10m.png,Foul Play,#4464a4,#120448,#bc79e4,#7d658e,#332a55,#d1add3,$13.99,A yuri visual novel created by (L)GBT women for realistic lesbian themes.,Bandit Visual Games,https://banditvisualgames.itch.io,Released,,"Windows, macOS, Linux",,,4.1,,Visual Novel,,"girlxgirl, Lesbian, lesbian-visual-novel, LGBT, lgbt-visual-novel, wlw, wlw-visual-novel, Yuri, yuri-visual-novel",A few seconds,,,,https://store.steampowered.com/app/1600930/Foul_Play__Yuri_Visual_Novel/,9
208955,https://ardencevice.itch.io/solo-records,https://img.itch.zone/aW1hZ2UvMjA4OTU1LzEwNzEwOTMucG5n/315x250%23c/MbD69h.png,Solo Records,#7f3934,#2c0404,#d8a4a0,#7e6948,#543035,#6c302c,,A story for the lonely dreamers and the loved realists.,ArdenceVice,https://ardencevice.itch.io,Prototype,,"Windows, Linux",,,4.9,,"Visual Novel, Interactive Fiction",Ren'Py,"Comedy, dating, Furry, Gay, LGBT, renpy, Text based",A few minutes,English,,Subtitles,,9
245184,https://aylanonsense.itch.io/agab,https://img.itch.zone/aW1hZ2UvMjQ1MTg0LzExNzA4MjAucG5n/315x250%23c/BFpcN5.png,AGAB [Prototype],#fceb24,#1c8c4c,#fc8674,#968b02,#445454,#951603,,The journey of a green slime that would like to be red. A three button platformer.,ayla~nonsense,https://aylanonsense.itch.io,Prototype,,HTML5,,,4.6,,Platformer,PICO-8,"2D, 8-Bit, LGBT, PICO-8, Slime, Transgender",A few minutes,,"Keyboard, Gamepad (any), Playstation controller",Textless,,9
3448,https://emptyfortress.itch.io/a-russian-valentine,https://img.itch.zone/aW1hZ2UvMzQ0OC8xMjM4NS5wbmc=/315x250%23c/oSYVHR.png,A Russian Valentine,#fc3494,#04148d,#fd7cba,#960249,#3c3c24,#960249,,,emptyfortress,https://emptyfortress.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,4.1,,,Construct,"cassette-50, crap, Gay, LGBT, olympics, Queer, russia, Stealth",A few minutes,English,Keyboard,,,9
323960,https://crynovel.itch.io/cry-cryptid-plea,https://img.itch.zone/aW1nLzE2MDU1MzMucG5n/315x250%23c/PaUXC0.png,Cry - Cryptid's Plea,#668298,#35434f,#afbec9,#6e8696,#3b484f,#b3c1cc,,Lesbian Cryptid Roadtrip,Lesbian Cryptid Roadtrip,https://crynovel.itch.io,In development,,"Windows, macOS, Android",,,4.1,,"Interactive Fiction, Visual Novel",,"cryptid, Dark, Female Protagonist, Horror, Lesbian, LGBT, Queer, Short, Transgender",,,,,,9
272775,https://approductions.itch.io/damascus-current,https://img.itch.zone/aW1hZ2UvMjcyNzc1LzEzMjY3NjYuZ2lm/315x250%23cm/1D5ux9.gif,Damascus current,#7c1ae4,#440c84,#c28ef5,#74449c,#3c3c27,#949494,,Not what you expect...,Andrea Pignataro,https://approductions.itch.io,Released,,Windows,,,4.7,,Adventure,,"2D, Atmospheric, Dark, Experimental, Horror, LGBT, Meaningful Choices, Surreal, Violent, weird",About a half-hour,English,"Keyboard, Mouse",Subtitles,"https://twitter.com/evonture, https://approductions.itch.io/damascus-current-ost, https://www.patreon.com/approductions",9
199692,https://solarprotagonist.itch.io/christmas-live,https://img.itch.zone/aW1nLzE1NzE2NDkucG5n/315x250%23c/O6eyIP.png,Battle Live: Christmas Live,#2a8cd3,#18447f,#f4d484,#608cb7,#2c3744,#d6beb0,,,solarProtag,https://solarprotagonist.itch.io,Released,4 days ago,"Windows, macOS, Linux",,,5,,Visual Novel,Ren'Py,"2D, Anime, Christmas, LGBT, renpy",About an hour,English,"Keyboard, Mouse, Gamepad (any)",,,9
1112333,https://jintastic.itch.io/social-survivor,https://img.itch.zone/aW1nLzY0MjY1NDEucG5n/315x250%23c/ue4jEI.png,Social Survivor: Survive the Year in an Office Closet,#fbca54,#147c8c,#faa3a3,#ad935f,#3b4b59,#9dcbc6,,Interactive story-game where your choices matter! In or out of the closet?,Jintastic,https://jintastic.itch.io,Released,,HTML5,,,4.8,"Jintastic, tarina, Cecil Opia, Sajurca, redmarmotte","Interactive Fiction, Visual Novel",Twine,"Atmospheric, Gay, LGBT, Singleplayer, Story Rich",,,,,,9
58370,https://megancondis.itch.io/manic-pixie-dream-girl-a-game-about-love-consent-and-respect,https://img.itch.zone/aW1hZ2UvNTgzNzAvMjYyNDM4LnBuZw==/315x250%23c/JD5D31.png,"Chasing the Manic Pixie Dream Girl: A Game About Love, Consent, and Respect",#f48e5d,#3b1f49,#f9f46a,#8c6b59,#5e3c39,#d7c2c5,,"It May Be a Dating Sim, But It Is More Than Just a Game",Megan Condis,https://megancondis.itch.io,In development,,HTML5,,,3.1,,Visual Novel,TyranoBuilder,"Anime, Coming Of Age, Cute, Dating Sim, Female Protagonist, Hand-drawn, LGBT, Romance, TyranoBuilder",About a half-hour,English,Mouse,"Subtitles, One button","https://megancondis.wordpress.com/, https://twitter.com/MeganCondis",9
537946,https://regisrquoi.itch.io/the-reasons-for-it,https://img.itch.zone/aW1nLzI3OTc2NzAuZ2lm/315x250%23cm/VnHrQm.gif,The reasons for it.,#7c3fbf,#2d1745,#bb9bdd,#6b8c9c,#362d53,#7f9aa5,,A list of reasons for why I do it.,Rando-Malo (RegisRquoi),https://regisrquoi.itch.io,Released,,HTML5,,,4.6,,Adventure,Bitsy,"asexual, asexuality, Bitsy, brain, insomnia, LGBT, LGBTQIA",,,,,,9
327028,https://portrait-prophecies.itch.io/fax-vex-puix,https://img.itch.zone/aW1nLzE2MTc3MjMucG5n/315x250%23c/zAWGZm.png,Fax Vex Puix,#763434,#6c1c1c,#d6a2a2,#9c7c7c,#30364d,#cdcacd,,A romantic comedy visual novel about separation,Portrait Prophecies,https://portrait-prophecies.itch.io,Released,,"Windows, HTML5",,,4.9,,Visual Novel,"Construct, Aseprite, Audacity","Comedy, Cute, Female Protagonist, LGBT, light-novel, Pixel Art, Romance, Transgender, Yuri",About a half-hour,English,Mouse,"Subtitles, One button",,9
172031,https://drazillion.itch.io/all-that-i-touch,https://img.itch.zone/aW1hZ2UvMTcyMDMxLzgwMzQwNS5wbmc=/315x250%23c/u6Yb0h.png,All That I Touch,#5d9cb4,#294d5a,#a4ccdc,#749b9c,#7b6746,#c4cca4,,Make the space your own,Drazillion,https://drazillion.itch.io,Released,,HTML5,,,4.2,,,Unity,"LGBT, Queer, rainbowjam17",,,,,,9
623346,https://elliotherriman.itch.io/outside,https://img.itch.zone/aW1nLzMzMzIwMDcucG5n/315x250%23c/I6dFrJ.png,Outside,#096e95,#045474,#81d6f7,#5c9cb4,#3d4245,#9fbac6,,This is it. No more cereal.  You're going to get groceries.,Elliot Herriman,https://elliotherriman.itch.io,Released,,HTML5,,,5,,Interactive Fiction,,"ink, LGBT, Narrative, Short, Text based",A few minutes,,,,,9
360000,https://dino-de-haas.itch.io/shoppigeons,https://img.itch.zone/aW1nLzE3OTk3MzQucG5n/315x250%23c/ACrcYY.png,shoppigeons,#f58c09,#7f4905,#fcdcb4,#935405,#935405,#935405,,bird,dino,https://dino-de-haas.itch.io,Released,,HTML5,,,4.6,,Interactive Fiction,Bitsy,"Bitsy, Gay, Gender, LGBT, LGBTQIA, nonbinary, Queer, Short, Transgender",,,,,,9
986856,https://dekawolf.itch.io/life-things-furry-visual-novel,https://img.itch.zone/aW1nLzU2MTIzOTIuanBlZw==/315x250%23c/BEqK3B.jpeg,"Life Things, Furry Visual Novel",#54bca4,#1c545c,#7aecc4,#50ac9c,#2c6464,#a7c4c5,,"Life Things is a gay furry visual novel (soon NSFW)) about Jeffrey Walker, who just moved to Central Worth.",DekaWolf,https://dekawolf.itch.io,In development,,"Windows, macOS, Linux",,,4.7,,Visual Novel,,"Bara, Furry, Gay, LGBT, Yaoi",,,,,,9
